Left,Right
123,1504
25,1379
34,1041
45,319
147,182
80,699
20,1271
120,510
68,242
2,1608
145,1602
44,713
143,220
125,169
64,1096
116,1050
90,708
50,1315
106,408
78,262
68,599
144,1350
126,1490
60,189
47,1241
129,1502
140,771
13,1488
75,725
114,1574
103,504
56,982
99,200
69,1571
91,817
24,1537
108,1305
32,1125
132,485
40,881
39,416
60,748
55,704
106,1140
85,952
143,842
128,261
30,846
36,1022
54,233
87,911
110,924
130,345
61,457
6,1345
67,1098
46,1644
114,901
112,200
75,229
6,1201
41,1277
73,596
116,1378
53,1183
81,1440
14,592
99,547
143,1512
23,1011
117,647
95,1022
69,1460
74,1302
22,1189
3,1618
140,934
53,635
131,1309
95,800
17,1549
130,674
113,477
48,1483
145,1212
42,1264
78,482
62,980
128,811
56,1441
140,1075
146,337
62,1104
112,963
71,1036
36,884
64,1608
43,311
145,753
99,346
61,527
24,1509
55,434
42,1618
53,820
73,1362
10,687
136,1389
76,1496
101,1187
134,1127
125,1032
70,323
6,918
76,1602
45,832
98,1064
115,420
94,1400
131,1502
97,1243
134,1336
112,1467
124,684
61,568
44,1401
28,252
100,369
44,1182
146,1077
9,869
6,1364
138,201
52,948
75,998
84,369
93,519
44,1331
9,1395
149,157
120,852
52,739
147,1205
42,1630
48,1036
99,788
106,298
124,1286
44,557
119,1087
117,159
80,995
148,1407
110,1537
145,1603
134,928
56,611
10,1429
84,1013
83,927
50,1445
47,445
81,459
73,1098
60,889
11,857
140,1438
142,216
90,1572
59,1221
97,871
55,579
38,1543
2,259
31,1140
15,283
149,449
14,693
51,1623
140,1096
56,406
63,1399
36,425
66,155
25,761
13,392
40,466
134,1194
128,737
23,1608
142,331
75,979
84,287
51,565
30,1091
89,651
76,772
84,899
79,540
92,1468
56,1632
129,1275
45,1109
98,978
87,954
7,171
10,707
147,831
2,293
85,1469
9,838
2,1137
54,1128
130,537
50,1333
132,818
65,1073
146,457
91,474
5,1022
8,358
15,1606
74,1297
148,1641
95,785
145,1343
142,815
144,1455
27,1393
139,290
52,1481
63,1108
51,562
33,690
113,1361
116,511
80,599
30,1537
36,1228
123,329
59,1164
7,959
29,461
12,247
107,1084
42,478
112,444
69,1204
26,1520
62,1055
59,410
94,1498
13,990
124,1216
28,615
108,1255
43,826
142,600
89,331
37,685
9,1134
54,712
59,940
79,536
89,1477
7,421
71,1043
95,246
45,398
79,1588
63,784
134,717
89,1036
140,1616
60,621
117,529
138,1080
69,1253
103,854
93,1155
32,858
30,1400
97,1409
61,983
12,1566
41,1127
15,673
136,814
77,710
141,1402
86,848
48,1124
103,471
9,1399
103,968
102,320
131,1440
68,1280
102,294
61,218
7,1436
14,1204
81,979
7,1015
82,256
30,392
22,1497
22,822
58,1544
69,1082
40,1581
114,303
85,1550
94,984
35,234
106,978
34,1320
5,1385
84,858
57,1365
119,1610
59,1218
138,806
35,1547
64,928
148,301
127,1020
130,1550
139,353
136,188
113,1468
147,468
116,410
45,230
20,1504
109,1441
91,442
142,933
27,1344
101,714
118,898
107,1295
145,872
2,278
16,702
112,1335
124,743
18,235
7,539
42,831
148,1458
10,860
45,1389
14,1027
148,504
111,1462
115,203
112,617
137,748
138,282
111,944
126,448
44,1131
120,1257
112,191
113,1632
117,1150
16,1597
96,1599
38,1158
74,1445
36,807
125,1522
33,971
31,1569
149,507
14,1373
85,1596
145,664
32,1223
28,842
113,1196
108,1304
131,687
114,1316
6,1156
47,1106
145,623
149,1610
110,1150
90,1463
147,315
20,668
140,755
143,1155
98,890
105,1369
142,1161
32,217
37,174
85,803
39,455
40,489
45,763
34,657
103,549
137,1377
137,321
120,1535
28,1538
116,923
7,1044
105,1315
32,1452
134,289
56,1100
39,401
62,475
16,267
114,1193
110,646
123,827
72,212
111,155
123,1223
140,1257
92,1428
106,1151
99,1025
54,1317
97,1355
4,471
102,1173
40,1440
106,473
101,1547
56,1643
116,1573
19,833
25,311
6,430
98,434
44,462
7,342
102,1183
136,580
84,896
51,1439
65,1292
144,921
48,542
78,860
56,242
107,401
149,166
15,539
22,1277
18,1019
32,684
71,1215
72,317
37,1549
137,1018
149,430
125,209
118,650
36,1007
80,164
96,1163
97,1266
128,1523
53,353
118,890
87,685
62,1645
14,878
73,175
144,454
143,1099
5,1365
15,1158
9,1453
87,1617
13,448
100,843
35,916
107,1503
129,1074
18,710
136,659
44,1129
73,1088
86,826
6,969
132,163
21,1609
95,1069
7,1115
55,1463
5,625
76,340
109,1040
106,1418
5,1198
64,1056
67,492
85,1221
135,1454
109,957
119,981
82,563
27,658
109,353
97,1512
46,980
115,945
22,240
48,1248
115,1000
97,1354
134,1049
89,641
63,717
75,1087
62,1194
9,224
138,1463
54,1623
2,1296
30,493
53,381
24,154
13,1190
1,1139
26,452
12,590
8,1109
148,233
144,1035
43,587
72,680
5,641
77,852
29,1406
5,617
71,620
88,555
84,1551
32,939
85,287
45,1388
101,867
115,1404
130,1348
36,538
23,941
77,752
118,1065
4,1252
141,957
56,428
73,1383
63,541
88,1562
124,471
132,202
141,1064
71,1373
10,1596
123,205
71,853
68,309
135,202
140,1036
119,1012
42,1428
9,546
39,409
71,475
22,854
12,345
130,389
86,244
31,792
25,1447
47,1317
52,677
27,824
56,212
138,320
46,1566
91,375
148,196
30,672
8,280
121,1558
44,658
59,619
135,1182
40,922
145,467
115,221
140,303
17,578
107,496
123,1313
107,1366
97,642
35,485
86,981
88,1514
89,1106
142,1022
5,714
137,1202
15,1283
114,1038
107,1055
45,535
56,1404
65,490
74,1164
93,1434
130,591
132,1595
119,1315
50,339
86,758
120,1534
36,941
123,485
14,1415
64,1323
124,1065
46,1209
134,1535
62,875
10,1491
85,1076
92,1320
136,1421
16,755
110,330
98,304
37,356
75,737
37,427
43,1637
136,866
108,1571
85,1115
48,843
76,521
107,260
127,279
60,460
115,287
120,509
63,842
74,1058
17,864
87,1595
142,619
90,751
57,655
3,1141
104,1551
58,629
10,555
89,1489
71,426
23,215
133,1174
97,1009
8,195
147,1171
88,632
43,1277
138,966
94,169
85,1420
59,1519
111,1345
123,955
119,1163
121,1343
127,563
39,569
70,1277
88,296
67,201
122,903
137,718
108,1246
32,1462
6,1481
15,534
63,1027
22,971
74,1233
130,767
128,189
87,996
42,456
117,716
125,1282
148,602
19,1471
71,237
61,488
23,1469
104,855
125,545
101,1631
73,1460
40,1638
87,1132
125,969
133,1131
82,1313
139,1426
44,1338
47,1574
36,726
100,1289
37,211
50,1105
38,540
13,1194
134,1234
59,582
43,1323
56,1360
105,446
83,306
47,1579
18,1648
7,1227
94,1293
59,904
114,1648
7,1553
102,1181
36,1603
104,493
82,329
139,908
138,240
105,908
142,433
119,1420
8,871
9,548
68,1636
28,1161
97,885
132,756
3,1145
52,648
61,234
104,920
78,498
52,1224
81,959
86,441
51,397
96,1436
96,1033
39,312
104,1320
40,614
108,360
122,1511
74,1576
78,501
83,1025
136,1579
3,339
12,1254
67,442
128,1213
55,440
86,811
48,454
143,926
96,809
103,1399
148,1293
52,969
62,1238
58,443
103,1472
68,979
35,168
91,981
87,567
2,1416
138,573
77,237
30,1605
27,760
41,1129
40,1202
30,307
32,310
74,1279
40,1536
120,1513
37,1226
57,587
85,1473
15,1596
8,257
145,1410
34,280
92,295
92,395
121,1258
144,666
42,660
15,560
19,346
87,1286
75,1341
33,1480
29,1385
45,1085
87,754
127,219
47,827
124,505
111,1360
91,1412
16,1366
135,1225
102,186
23,963
78,247
47,1036
16,1037
57,518
118,1643
130,361
36,389
5,328
131,1384
11,779
63,1403
135,482
47,245
93,382
26,668
73,1128
139,282
49,215
123,893
28,1589
106,1339
76,367
149,739
110,694
2,177
139,152
23,261
96,642
101,1044
76,670
26,1203
127,308
65,1007
43,1220
24,267
104,586
78,1333
10,1344
99,243
147,958
91,1147
123,1644
29,840
81,972
24,835
147,677
41,1076
18,1118
45,602
79,665
51,695
121,467
141,593
88,1611
15,212
57,555
97,1097
78,329
131,1439
92,829
122,1547
113,1571
73,931
46,1613
146,1412
6,1351
66,957
143,507
30,1046
134,300
33,1312
119,1389
54,581
88,1393
108,981
57,984
42,1505
145,471
92,1099
88,1246
128,839
136,709
69,994
68,1633
86,974
34,1127
1,1120
14,219
99,1290
11,1130
27,1390
56,1523
66,615
3,1556
84,254
134,235
41,188
68,1274
113,1639
66,1196
57,1468
65,1408
69,595
83,1035
114,393
124,1081
4,481
52,961
6,614
62,1535
38,1228
131,217
29,1275
38,201
98,1198
37,426
40,170
24,1260
100,174
85,1039
39,1111
26,1109
99,1235
53,666
47,418
141,1067
119,155
100,1492
20,1385
109,654
63,361
52,475
93,564
22,1601
134,1313
144,1220
145,159
62,1480
122,1501
26,923
52,880
127,865
26,1432
72,516
82,1175
144,1053
50,741
116,229
37,639
97,1263
8,607
16,1430
53,1324
104,593
108,1421
134,1228
14,870
42,1072
103,1493
55,1271
3,1624
98,1411
124,376
42,1648
13,940
133,1113
119,1343
15,158
112,966
52,966
44,1174
8,825
132,647
68,775
2,1322
15,1061
18,198
54,1206
135,688
47,1156
66,686
85,1013
147,458
148,553
112,1430
138,590
96,881
112,879
136,1467
120,167
38,185
144,1467
6,1206
24,1154
133,654
2,391
70,625
25,1075
89,618
109,1081
108,356
83,1173
5,1111
14,658
147,785
93,1304
35,1639
119,270
71,576
45,372
138,1267
65,693
118,590
1,1471
139,1475
116,1134
118,1574
122,219
143,374
52,535
85,1276
36,811
117,1383
141,168
37,1618
74,782
70,1457
8,286
31,1193
120,1153
33,1327
51,1211
40,1200
105,495
48,791
38,399
76,909
139,257
86,1184
12,207
141,1633
51,1178
9,511
131,1215
43,896
135,1045
8,1427
59,1565
57,1553
45,780
110,1171
99,1570
127,882
29,1585
15,1254
139,934
117,504
59,1407
24,479
51,181
84,1647
133,290
71,369
46,154
92,1417
81,991
73,1533
67,168
5,1538
37,1456
128,1322
81,239
46,724
138,1177
69,457
146,299
20,1590
104,956
128,1148
76,214
107,1023
6,434
89,179
127,482
53,1535
95,1126
47,753
59,928
70,1612
37,1573
115,1451
45,904
1,872
140,1640
41,1012
8,1234
78,1259
93,1627
94,1125
50,1583
3,878
48,562
112,816
33,349
22,1019
42,311
98,994
149,593
70,1343
148,244
149,472
101,523
132,1382
113,1100
135,1144
12,508
146,1505
35,296
70,597
77,1188
149,357
4,922
134,1609
84,1229
128,1608
78,1326
143,383
104,1220
92,1399
68,1586
122,1368
15,1130
109,1397
143,601
99,1575
98,1556
83,375
143,449
78,1345
15,496
49,294
7,800
69,657
73,464
123,1173
46,582
78,630
115,1425
45,456
102,1432
16,1186
114,1074
146,422
70,966
5,1363
35,1105
124,1134
86,1416
107,1616
82,791
4,534
75,321
137,788
50,766
98,1646
48,1374
56,754
91,1466
76,530
128,864
81,689
36,798
107,1418
114,524
54,194
119,528
96,758
70,284
28,722
147,443
14,663
108,690
122,460
49,631
53,1283
144,717
98,874
70,883
19,618
125,1045
88,627
7,555
84,1017
67,525
54,903
81,1453
3,1571
116,751
43,782
44,1388
65,1250
54,368
17,170
57,1642
32,1075
68,1133
52,773
57,242
8,980
97,1090
99,1342
109,1376
72,240
85,618
43,1244
100,424
61,1285
116,1495
143,310
121,1017
22,320
105,764
82,1036
80,245
100,375
77,1562
146,374
132,968
115,859
148,1539
30,590
68,1513
81,254
15,1055
48,1057
47,1228
109,611
83,1459
122,282
74,699
96,1583
60,290
3,266
115,1011
47,702
47,1539
7,1517
120,916
39,842
146,529
97,622
76,773
148,742
52,161
44,990
80,860
111,273
123,840
107,1477
14,182
91,1486
141,1191
116,1431
29,575
63,1348
102,943
55,1473
118,660
46,964
70,1155
102,374
17,376
86,168
120,851
28,1355
2,1588
99,913
14,1351
108,841
126,1227
23,200
55,1008
115,173
12,1623
139,842
31,1638
114,426
132,1572
137,448
50,1285
29,1544
88,1524
143,1148
15,446
25,967
19,1293
129,363
66,215
32,769
63,777
149,1428
47,762
18,1129
121,564
118,304
66,1275
77,157
75,1377
114,256
129,1155
35,988
130,452
86,1632
112,418
27,1341
120,1464
147,197
104,951
114,317
101,780
6,1246
74,986
79,1076
11,1342
4,448
41,1476
94,1479
68,1569
127,1266
117,500
123,1255
22,723
70,1278
95,166
4,342
5,628
2,973
110,372
131,244
109,931
62,335
135,843
129,668
26,1363
24,1644
101,911
36,311
5,930
119,1412
146,548
108,1211
61,805
97,1368
32,1124
21,1109
104,625
58,1612
106,419
8,193
72,1283
112,678
146,1610
144,1040
1,950
60,823
78,1363
23,625
42,827
105,1553
114,278
103,1267
124,1526
56,1393
25,405
55,1608
148,702
8,1167
139,534
73,501
45,736
99,1459
91,444
104,344
41,990
3,1348
117,1532
36,1585
108,1204
60,781
94,825
52,649
149,1022
123,705
41,1000
93,572
82,1598
48,1042
135,494
60,1225
120,421
109,195
96,1577
85,1186
116,1521
32,227
102,583
74,342
7,339
132,1312
84,1235
88,705
149,303
31,1649
144,414
57,1056
116,581
94,1531
112,566
122,271
96,944
12,1171
68,1526
79,471
140,795
123,556
95,712
7,1389
17,309
143,1184
126,583
88,706
13,1118
105,221
108,883
75,502
143,469
24,384
55,640
53,881
118,186
86,1493
126,202
35,1136
1,340
47,797
74,1329
31,1313
82,783
112,581
131,186
110,607
64,911
58,1596
18,797
106,1351
112,412
63,314
111,549
14,778
114,1535
6,1446
61,533
44,1635
93,573
135,186
7,1041
57,334
24,273
53,428
50,1603
88,698
123,1388
77,238
117,325
63,1543
89,526
114,825
48,1636
79,1571
147,858
69,483
21,1277
126,721
147,219
47,837
132,1341
36,835
144,232
23,1415
4,1250
7,700
2,840
62,1255
113,1377
40,1620
126,179
17,1029
45,1017
28,440
6,1622
33,1502
78,912
4,1181
64,383
40,1319
1,636
146,974
136,1156
12,735
67,537
31,1263
2,1268
108,1485
40,890
142,1507
115,1159
44,1374
25,631
88,774
146,1103
89,744
55,1415
136,1388
132,1346
117,1507
20,366
83,359
79,584
75,1045
87,387
122,483
36,783
19,822
139,727
145,813
99,1636
8,916
25,1546
3,1245
1,261
24,1257
70,1424
84,433
11,330
32,633
21,1526
82,665
133,1041
59,423
12,597
36,1349
118,1459
91,763
107,581
17,1195
108,193
47,1075
57,261
124,1209
132,589
52,212
132,276
65,1068
124,850
12,1587
112,1115
138,1091
146,1404
83,1375
3,1193
122,174
149,901
12,173
138,1182
40,970
95,801
63,1266
21,1067
144,1003
13,1584
36,1596
84,1552
66,1203
125,854
99,203
123,475
97,1153
85,600
85,834
129,232
52,1211
115,813
29,659
78,1624
124,1131
26,775
125,645
121,1285
48,1290
22,598
18,636
115,577
44,1467
100,851
36,244
67,344
144,1500
37,1627
119,162
111,1057
1,1387
44,1297
117,315
70,268
115,1046
58,864
101,657
87,1549
143,1281
21,743
30,669
61,1036
123,1089
39,851
104,822
73,1099
56,1068
81,380
148,1389
37,593
137,1588
38,1382
13,945
130,802
95,944
122,763
37,792
145,1397
5,1092
49,1466
141,1224
61,1286
31,794
73,634
6,567
127,1626
58,1370
76,1491
116,567
104,1113
37,1016
17,1166
47,1205
48,747
63,825
48,1567
139,986
60,308
62,400
98,313
110,563
111,958
37,1076
43,439
71,1071
130,1508
69,1067
89,926
25,1623
139,1031
114,608
111,1566
48,1385
100,991
37,1638
86,1303
149,1378
52,827
120,191
118,329
21,1341
94,250
42,497
147,612
57,1241
30,1179
124,1050
6,1175
101,1577
132,1053
111,685
123,754
145,1096
117,1397
52,174
139,1593
57,744
52,1225
84,846
15,710
116,1566
96,596
60,322
77,217
62,549
83,399
29,593
138,1281
4,1442
72,946
135,956
47,181
31,636
22,506
94,1252
115,1377
34,797
26,572
23,412
145,1143
8,1571
100,259
23,606
124,665
45,618
140,785
121,897
87,1003
116,698
67,368
110,711
108,167
121,988
13,558
133,788
17,375
75,243
57,535
25,1404
119,1271
13,1362
18,1070
87,1465
55,1090
86,597
102,546
40,1279
85,1482
67,429
74,1360
41,632
65,653
94,1605
117,849
59,216
103,1004
122,350
61,572
140,1451
131,697
57,792
97,530
30,179
4,338
135,195
18,525
113,542
80,1337
11,626
100,1234
22,1257
39,424
102,266
14,1282
115,492
55,1306
95,1446
125,386
124,160
36,1291
79,261
119,243
122,1090
136,160
128,494
3,948
44,1637
24,436
29,1058
140,1052
3,695
52,1067
38,901
43,1486
46,1405
47,1105
90,191
78,621
59,1515
126,854
28,801
77,1440
142,654
28,925
37,650
68,1055
89,387
94,1233
104,1506
43,332
143,677
26,1466
3,488
67,1164
67,1477
51,1185
98,472
22,182
74,757
107,1127
59,460
5,795
49,1649
145,707
117,550
48,423
120,1304
94,653
12,334
68,1195
117,213
73,1512
129,1455
22,580
35,1417
23,933
81,815
101,1191
4,501
149,1383
133,1436
111,625
149,1067
56,1372
69,970
101,527
45,1405
67,989
105,1026
7,1049
30,317
116,1116
122,513
149,849
55,883
12,329
140,1584
146,1471
54,216
50,892
59,298
125,235
68,980
121,656
102,1215
16,589
142,634
123,585
139,1509
25,470
86,651
50,1292
103,1241
87,964
120,768
26,620
81,1123
125,587
59,687
43,975
67,405
144,1027
123,1251
125,1065
12,946
132,908
110,1394
91,687
40,529
32,328
95,205
74,1536
149,911
114,803
76,229
16,898
73,1026
108,1537
45,1148
96,172
59,321
56,722
17,833
39,689
114,1610
11,611
28,489
108,902
24,1432
9,1215
8,695
6,1323
45,516
40,447
91,870
50,514
55,1102
136,1385
53,1595
23,1185
92,702
43,1381
85,1499
30,804
82,1177
124,579
72,1259
2,1025
13,1336
52,1517
20,934
116,1246
145,859
135,508
24,840
95,1501
89,1014
132,308
109,959
56,1594
139,1076
119,999
12,865
121,787
146,1061
94,1513
115,1081
123,470
68,1158
17,1024
132,488
88,1056
59,1496
60,533
55,926
148,287
145,758
2,466
128,1157
108,500
13,612
62,236
132,1515
148,857
55,158
54,992
127,1004
95,1336
106,1239
25,318
144,1561
47,321
28,454
129,820
76,1238
48,991
94,312
75,1194
36,1388
6,1366
128,1350
97,1535
147,1187
77,968
104,238
137,316
147,1259
126,1404
81,229
4,300
111,680
13,1330
71,793
145,1646
36,792
46,1055
34,1044
120,549
23,351
19,212
99,444
83,642
101,158
77,547
116,430
10,725
4,1068
29,254
89,1152
44,355
6,1338
118,651
42,239
116,1331
143,287
31,1389
79,1357
46,1597
62,940
13,1097
132,1440
65,1647
59,251
99,1555
146,1231
55,589
96,1522
54,759
32,1280
101,965
37,756
129,1090
136,1394
69,1400
131,586
35,1372
132,864
84,1081
15,1145
64,1046
137,1542
80,1430
52,323
100,758
29,556
5,1158
73,1132
51,294
41,961
115,1049
54,359
49,1195
71,572
56,344
139,404
81,1449
20,430
140,856
21,654
148,484
116,1309
88,835
7,1331
141,733
85,772
12,1231
68,1395
149,632
81,873
91,650
3,600
17,221
14,1105
2,424
141,1045
144,549
143,1198
5,1445
4,1162
106,835
14,1223
106,741
4,998
131,1098
129,621
105,1283
63,195
121,165
46,174
8,993
60,923
108,1549
43,626
55,740
108,1474
46,873
56,1248
69,1354
116,173
136,525
40,971
50,1327
45,606
5,1063
130,704
26,1259
92,643
91,606
96,649
80,1612
59,1437
135,761
84,1432
100,1625
76,1285
137,204
107,1378
4,459
129,917
57,176
109,1434
96,700
41,1168
8,1098
97,1503
86,638
113,1421
142,1569
127,435
17,207
84,626
34,1514
52,1323
89,1102
34,1535
71,1141
101,1219
42,917
135,424
92,780
58,1400
52,1376
23,303
40,708
26,1532
70,1610
47,640
95,509
18,1120
100,304
89,1589
14,883
74,968
55,588
23,1037
46,1154
114,298
83,355
128,691
28,1374
83,350
42,1401
126,944
43,1313
86,659
41,331
50,1527
31,398
71,774
59,1053
8,316
16,632
17,229
96,1528
75,934
14,1096
135,1252
138,1414
12,1486
47,1325
110,1059
136,398
61,1627
11,1485
97,474
111,1164
12,280
95,552
83,958
122,302
98,1335
83,661
138,185
125,438
112,1535
98,906
102,333
12,1003
80,1495
41,769
57,806
137,1565
105,1547
53,171
94,1520
102,733
118,623
78,436
123,926
68,1272
125,370
100,233
81,301
125,252
76,465
132,617
12,476
68,931
48,572
49,1198
134,1182
127,806
54,1625
131,279
85,778
98,948
88,760
121,720
53,577
141,1128
44,343
137,631
107,1484
66,1411
71,543
91,405
24,1450
124,462
35,504
117,1014
132,177
16,986
85,388
70,334
22,1251
17,509
82,232
43,209
51,909
49,1471
50,1217
125,1269
64,978
110,1373
116,880
93,274
32,1514
82,927
59,1357
11,927
7,612
30,408
87,1048
115,1587
27,915
26,1209
34,673
62,935
9,930
119,376
119,514
148,421
147,1226
65,1054
18,881
132,785
115,1486
72,729
78,224
49,408
51,746
118,932
74,523
68,1282
4,1375
72,1439
102,1539
112,1052
56,667
147,1416
37,672
118,158
30,1201
125,1128
58,1264
117,1636
34,362
31,1243
121,744
100,213
89,671
51,488
146,581
116,598
2,356
33,528
46,912
26,233
149,1461
111,637
41,492
54,790
44,1019
103,1114
30,1249
144,687
69,1498
9,710
65,910
126,311
16,330
13,840
118,259
63,284
61,627
117,648
82,306
21,1278
12,943
107,1073
148,1359
82,1057
108,425
93,670
35,656
95,1312
11,949
108,290
22,965
120,1589
142,458
8,215
70,158
93,771
11,169
80,659
77,1406
19,622
147,984
23,1377
40,1404
141,534
122,600
124,1250
43,577
52,1526
4,1495
83,764
6,1158
70,1018
75,1014
60,801
128,1394
96,1317
100,1402
113,346
106,569
16,478
43,1017
42,769
84,317
57,502
108,1286
2,1353
61,988
38,918
7,341
89,1367
63,920
101,592
125,1010
4,1577
92,1016
44,890
94,1019
94,296
64,292
142,1487
107,1200
2,555
49,956
132,919
90,698
105,367
29,175
47,216
92,1206
45,467
55,431
37,505
20,1118
94,1028
127,408
100,1216
130,1245
27,1087
125,266
80,196
51,1516
101,1531
142,1238
67,1317
75,809
94,1215
57,656
12,1583
49,729
99,226
57,310
143,373
15,671
16,962
51,376
95,622
129,1110
125,1595
75,1220
78,202
42,233
25,370
119,1395
59,1380
27,719
5,323
112,335
123,1460
66,442
115,508
108,926
126,203
30,1592
90,1259
12,628
83,277
123,1282
106,513
112,1525
67,681
7,153
120,622
55,764
95,1136
31,434
111,1119
67,1597
133,684
28,1172
93,634
38,383
99,1059
102,1229
104,461
30,1645
27,489
124,1049
79,296
32,381
84,1469
86,299
27,1370
63,1242
38,1530
7,605
25,213
54,669
95,1131
14,205
7,835
112,765
136,1455
135,403
72,824
43,907
120,1372
146,325
116,699
42,1100
8,1391
140,243
82,1605
140,966
100,864
149,1520
134,1381
51,430
121,1443
70,1026
23,1261
144,404
46,943
142,858
29,1024
15,1182
97,1494
103,844
36,1169
38,1565
44,678
26,461
90,539
40,500
144,1465
139,1201
75,398
147,1529
117,298
96,994
65,1553
96,906
111,1033
95,629
117,1587
113,199
48,1143
13,1233
128,1458
67,798
106,775
64,1618
91,906
67,1136
106,663
23,376
101,1327
93,812
65,712
94,240
119,904
39,1015
30,269
27,1614
43,1320
117,1460
90,500
44,1596
84,1484
80,1433
82,939
34,1069
58,961
136,1249
72,1075
121,1229
74,264
97,588
26,1127
62,1254
125,885
75,798
22,269
39,598
5,1348
27,1308
123,1087
138,1565
56,1396
6,1537
123,358
38,606
130,1482
90,489
127,1316
63,1556
101,1306
16,1170
87,1481
26,1417
140,1546
65,226
6,1453
64,385
57,359
148,1100
47,1375
96,1063
16,1501
75,963
131,1209
103,1458
102,267
82,559
2,1583
68,1019
125,496
133,1145
133,1006
55,1112
131,998
6,742
126,925
116,828
107,1536
60,526
127,1345
63,1225
36,564
130,378
101,617
118,1394
134,1187
69,189
55,472
141,288
147,1322
90,920
71,1026
40,1483
26,1465
18,1071
138,1289
136,1151
101,542
110,645
59,167
141,1585
59,1004
6,1450
87,1341
112,576
126,258
7,327
43,1278
121,1317
70,715
31,738
69,336
25,1641
145,1243
59,1215
139,1124
50,778
44,1342
129,637
58,1220
127,1208
137,728
40,1260
123,1037
83,1278
91,221
5,1586
28,1032
109,400
35,1393
140,1581
70,815
133,914
98,255
22,941
95,464
38,834
130,614
43,367
131,1028
76,881
141,1540
133,1210
111,563
11,1103
8,1019
112,525
120,1119
27,1192
143,672
134,889
63,1369
94,460
6,1146
147,1521
8,686
36,951
67,1132
79,272
83,184
20,551
54,638
133,1442
135,1641
118,257
109,1382
38,598
96,710
82,1498
93,832
56,663
27,822
78,1574
5,1444
95,551
149,1299
144,1282
43,856
136,187
14,603
122,1344
108,1637
74,1557
83,1444
23,1004
136,1128
15,1494
97,1303
120,1458
136,1403
11,1639
143,909
143,944
72,825
6,443
83,1457
14,1210
145,1561
81,1358
40,802
136,773
141,1151
132,385
85,697
102,287
71,943
42,878
26,774
12,1483
147,485
19,403
137,390
146,1450
99,314
65,992
110,368
2,474
69,868
51,1323
117,889
64,466
27,925
26,1089
5,1134
34,179
99,799
105,1073
54,955
132,256
126,1595
135,1097
58,503
15,751
141,395
138,762
86,1494
121,507
30,1068
63,413
12,261
20,1537
60,461
40,1598
15,701
59,318
124,1416
1,1506
1,459
32,327
84,1476
28,474
111,1318
11,1247
82,597
11,1396
131,389
83,1331
69,241
49,1648
2,1266
56,1073
52,156
125,1578
117,918
136,927
11,245
68,1303
134,255
86,1423
145,1016
143,415
4,347
112,526
122,946
81,1439
59,1304
49,1383
108,415
12,778
42,186
37,646
138,606
141,1431
31,1046
51,1465
103,1558
91,859
40,1455
118,897
5,1308
76,371
85,621
104,1295
93,1400
20,732
126,940
104,921
119,1509
141,192
78,374
88,1020
32,339
99,1566
50,946
107,1541
54,1261
15,1642
49,268
31,919
87,551
72,386
101,1203
113,902
29,1228
106,261
63,1604
85,946
52,439
112,1494
45,680
111,1434
8,1327
4,223
129,715
97,744
16,1404
100,537
9,298
128,285
94,1517
64,1320
145,681
19,1157
63,1516
54,1050
50,804
43,1056
136,393
106,952
104,396
42,278
13,276
120,406
43,1627
21,1461
114,554
76,1645
11,1468
142,674
59,1345
73,1627
90,1499
43,306
28,156
111,485
1,288
66,1441
127,908
114,1006
22,1425
35,289
145,1291
48,1527
69,1000
10,1123
78,606
125,1221
146,1244
112,944
82,853
58,569
92,741
66,566
149,1356
120,399
148,274
34,216
2,1590
26,654
40,1211
147,973
103,1088
53,844
91,490
47,381
112,608
21,491
43,1500
122,1073
90,182
119,1297
115,1628
138,741
30,476
40,613
54,553
101,1063
70,811
32,686
94,418
68,799
45,555
112,559
144,1020
85,991
121,878
114,363
85,754
64,716
10,1288
133,845
111,839
139,254
41,726
109,628
108,1283
96,687
12,338
136,1266
29,1169
23,240
76,958
3,1256
146,1284
92,554
21,418
148,908
90,742
32,1351
120,155
81,816
142,937
136,1199
61,614
137,252
49,580
85,1252
88,511
149,669
40,1340
61,963
27,643
38,199
59,1211
32,927
60,1118
32,960
79,820
118,1544
86,1068
95,521
52,1138
82,269
92,192
71,1600
118,1172
57,1204
33,1399
22,627
102,799
106,1592
129,1366
77,1649
28,976
8,1349
11,1566
149,1008
106,649
13,440
47,417
6,298
126,1046
24,488
1,726
109,360
71,1303
134,242
117,1512
73,926
72,253
143,1069
133,1606
87,1101
25,1282
76,1079
10,1197
10,1068
10,1046
99,1373
9,460
4,1458
145,1107
1,1060
30,1077
32,1402
111,291
22,856
111,278
5,529
78,1129
74,1242
107,1239
144,1102
6,625
69,1377
41,854
1,983
97,927
103,1366
123,1385
143,1134
79,571
71,1298
104,354
99,304
21,1314
97,230
59,359
139,341
24,760
66,811
128,522
136,1502
101,1246
87,1623
101,1112
97,1521
94,829
99,1417
149,509
80,391
142,1380
40,1189
127,1569
40,535
148,489
80,231
65,838
118,1209
128,1306
96,1328
135,812
129,1242
136,1358
71,595
135,1550
141,602
147,659
117,475
4,439
140,290
47,817
126,295
62,925
73,1402
87,557
25,1131
95,1122
48,1092
76,980
45,455
88,1488
54,794
109,874
144,1307
93,789
62,724
12,914
46,1132
3,624
55,1441
42,207
59,1442
86,589
133,1400
71,1589
35,264
33,387
96,1344
148,1576
78,550
14,1393
122,992
43,1029
