Left,Right
1089,12
550,40
870,107
1234,23
1368,33
815,130
1455,106
1240,61
161,29
713,61
1155,97
448,42
745,19
813,4
272,71
1119,9
414,90
918,37
474,85
513,46
567,15
1338,71
691,11
1452,70
640,7
700,133
1049,83
554,32
477,74
1369,19
1102,111
615,145
1206,149
929,27
276,110
1480,129
977,119
737,146
541,81
1188,146
390,46
568,121
889,40
1080,104
858,97
332,30
301,142
723,83
401,53
410,104
1277,29
643,139
705,75
1469,149
1190,38
403,46
777,10
833,112
1294,121
1210,31
287,26
192,139
1354,133
1024,90
1285,108
1012,111
1365,8
1017,75
1245,86
470,34
270,109
260,53
1410,53
1101,1
695,120
779,34
515,5
1363,37
915,21
476,144
1589,55
1089,33
724,30
166,30
1407,35
1234,6
1524,146
1353,78
166,142
1208,63
1578,57
1120,91
231,49
1483,48
1025,103
1242,15
1077,124
224,132
1031,78
522,98
376,43
1549,34
594,36
623,17
433,48
322,105
895,95
1451,66
686,130
827,26
1243,86
979,144
1157,44
459,113
447,103
454,6
828,76
1574,20
1419,3
1209,16
591,41
1584,103
689,66
1037,141
1350,15
211,117
438,38
835,25
1127,5
1059,105
978,39
1560,109
883,120
734,145
264,65
1436,8
399,38
1390,113
258,25
1633,21
738,105
1622,79
1064,79
814,93
731,62
1026,74
853,94
431,19
821,98
1596,9
945,99
922,42
374,92
432,84
1310,128
845,1
1640,18
742,2
1327,94
832,76
820,27
541,8
1552,31
607,14
1128,71
276,5
186,34
177,63
162,146
1316,145
281,144
556,65
208,138
1180,86
952,66
686,28
1620,133
571,132
1460,145
158,134
1580,43
578,34
360,85
209,20
521,42
863,17
1025,138
1422,34
1644,114
531,32
390,1
613,58
1201,49
932,29
1229,124
1562,46
376,134
1288,144
157,125
1149,67
904,127
788,145
1575,122
1614,126
818,84
1115,93
716,82
971,55
1074,50
570,92
695,21
631,81
890,68
334,91
437,71
656,52
1455,96
816,123
933,57
205,67
999,32
165,36
544,148
1080,114
511,50
675,69
1032,43
325,116
778,17
560,147
448,95
460,28
585,16
1208,40
1382,103
172,48
1479,113
497,37
1376,134
332,90
1273,146
709,135
744,135
1152,145
1119,144
1110,34
458,9
1321,92
373,33
959,18
956,147
772,42
1121,17
619,17
1541,79
727,87
404,91
1125,10
1537,129
1255,101
262,24
1594,86
1103,59
1234,77
275,117
1473,105
1201,99
385,79
1224,24
1025,104
1515,138
795,104
234,104
986,47
1064,6
518,105
1486,129
256,67
431,25
769,79
1112,47
1064,62
902,98
896,123
523,89
973,74
1159,42
1448,91
708,115
1390,30
1445,114
178,60
809,43
603,19
1078,110
427,116
173,44
705,41
1586,31
1303,108
1044,110
531,118
948,46
995,12
1362,86
980,139
1296,112
725,131
1071,32
1136,62
1129,71
1340,59
158,125
995,127
236,20
1568,135
1630,93
1381,136
923,91
436,102
1068,6
353,130
155,134
582,43
449,82
813,19
1583,142
1484,123
1269,52
1198,46
244,58
951,39
1288,1
746,40
1398,32
844,130
197,58
1401,6
1625,14
588,122
1472,111
1522,59
1029,139
218,57
881,21
599,88
552,1
333,58
1153,16
1200,99
1297,34
633,6
393,35
787,142
1395,65
179,39
1228,1
435,44
1342,73
1557,43
719,36
1531,59
636,104
1105,149
263,84
696,34
1545,118
1211,76
1010,123
490,108
776,44
230,75
1351,107
444,124
902,58
208,109
1518,42
1316,137
1645,127
1503,85
1593,103
628,118
396,81
915,69
1263,111
938,65
1541,79
162,148
769,122
904,30
1241,144
1138,71
564,26
1536,77
1381,27
255,63
1061,137
573,112
1267,60
1423,144
1227,88
1185,31
610,106
1244,139
876,91
607,31
1403,101
926,113
1270,102
445,123
1393,21
419,125
726,37
1590,114
998,82
1506,62
288,125
498,99
1062,78
757,110
1162,109
1077,102
683,96
1628,45
947,110
208,2
233,53
390,139
586,125
757,19
430,14
991,86
1025,117
361,96
1158,86
207,83
386,133
1489,127
1115,138
1434,38
948,3
354,18
343,31
1642,84
1407,60
219,118
1427,40
759,23
1624,139
710,141
868,76
686,131
657,52
985,50
289,125
505,108
1036,93
1307,149
1311,38
1521,126
1305,17
1011,95
1526,40
332,105
203,71
387,63
1533,85
1608,147
988,120
955,113
465,25
1430,143
810,14
1059,45
861,134
759,109
1310,19
999,49
486,51
684,103
1521,97
1321,2
1325,59
178,121
1442,127
1529,46
765,18
1120,11
912,67
1533,56
1212,114
1011,125
1255,73
1111,104
855,56
927,33
567,36
215,119
939,70
1379,51
261,29
758,73
172,69
1432,68
1420,51
845,37
702,113
1321,28
810,22
1374,142
1345,104
697,73
578,42
1601,146
643,140
465,74
973,105
1208,148
982,10
189,49
1593,124
1481,92
1166,81
1587,29
1081,102
407,36
1292,148
1339,145
1090,147
245,21
1303,128
1203,121
1423,93
1197,26
152,127
1016,9
777,32
1598,105
1642,20
568,12
943,75
1270,67
596,21
911,58
1319,9
857,93
442,61
1193,39
1071,135
975,147
204,58
375,120
777,108
641,80
707,44
429,106
1268,113
200,116
1247,124
1287,30
632,23
370,89
743,44
1233,119
1298,106
1318,138
1352,91
929,69
289,132
1320,116
1585,26
1016,9
476,138
812,35
950,57
581,52
957,138
1053,48
714,54
341,121
558,41
852,105
579,130
489,136
962,142
653,48
557,139
1119,10
216,36
1358,17
317,74
1057,61
184,40
240,107
1347,38
717,62
1229,31
638,50
348,81
1544,78
954,117
561,14
1286,72
364,70
1104,2
1007,42
291,43
1030,102
1608,121
1441,25
1639,115
1453,32
983,107
362,132
569,136
488,98
1006,2
987,117
422,4
1059,89
1329,80
875,24
357,8
198,135
787,129
866,62
674,105
994,146
312,120
821,81
225,75
1127,16
1353,9
199,2
880,12
906,81
202,34
1630,110
1519,123
447,125
658,57
551,130
453,134
316,45
949,14
677,79
948,21
1592,7
215,53
335,65
371,32
1636,66
1546,141
1322,92
712,1
1359,130
1599,68
1095,103
745,27
170,120
1162,130
506,112
726,122
1463,109
1441,137
604,126
327,127
1122,96
1157,24
1086,102
1146,4
538,12
178,115
1150,74
541,96
1093,131
1087,77
443,19
1144,117
184,23
404,93
647,69
1274,121
876,8
1602,62
821,147
1325,3
896,94
441,136
477,52
1616,19
387,71
924,56
291,114
1268,141
1204,75
1111,15
380,109
1562,17
762,43
1046,2
338,125
994,64
471,111
1490,149
985,20
762,82
1086,46
532,138
474,58
593,122
1275,27
185,41
745,108
861,134
444,115
669,134
1339,74
1188,107
264,22
338,92
1311,145
1179,98
1363,1
802,134
361,94
467,34
754,70
1612,77
410,117
364,60
1236,97
998,41
608,78
1506,136
246,62
1527,74
873,30
1295,1
707,78
189,149
508,85
333,131
370,138
672,9
1002,22
178,12
373,135
186,45
875,32
175,126
1633,18
333,77
1005,114
1223,111
723,115
1425,111
688,20
322,142
921,60
929,91
1597,129
740,124
1441,111
1627,52
849,146
1205,62
1407,101
1612,51
516,77
1612,34
316,123
292,20
424,112
1520,124
1631,117
706,99
990,146
1407,91
435,101
346,14
617,119
652,72
209,104
647,145
1322,109
701,145
1143,45
192,109
1126,71
705,35
950,45
695,77
190,3
1457,111
576,11
702,105
803,45
267,52
1499,96
443,89
1566,85
191,12
1598,98
1495,122
426,13
883,134
348,129
608,35
1497,60
643,9
799,117
890,92
673,113
881,139
282,64
1297,81
1019,67
596,42
381,115
725,47
195,131
1345,3
592,92
1218,27
1077,124
964,37
1627,81
1398,50
1638,138
836,139
1566,114
537,54
370,90
783,41
1591,45
339,31
543,7
1468,91
510,8
872,125
950,97
1025,58
550,66
162,37
1103,46
403,136
1258,61
859,149
157,81
405,97
874,74
578,29
475,130
979,53
994,62
323,54
1022,31
799,36
950,22
1606,147
1444,97
1035,39
1486,56
1011,78
959,133
1649,141
1257,112
1466,40
989,79
557,105
1433,141
435,76
875,9
1324,76
198,36
1195,128
439,73
263,104
568,42
780,47
544,42
1500,113
208,41
298,22
935,43
825,7
915,130
492,27
1553,19
1623,104
184,46
1022,21
228,114
725,23
1618,98
1421,76
1238,102
213,93
347,42
1358,16
906,139
186,13
749,27
1444,70
1093,105
209,23
1121,137
1519,12
1076,78
576,135
1387,17
1490,51
358,74
1127,68
1014,32
1190,72
646,36
531,17
808,80
363,106
757,31
886,110
492,121
618,121
868,149
582,30
760,137
465,31
949,37
1029,138
1200,85
218,6
1352,103
1235,43
163,122
995,83
272,12
233,8
1229,14
628,34
1543,106
917,147
1204,51
551,66
708,95
276,32
953,17
1505,98
558,140
320,79
921,41
450,64
1208,41
792,59
174,92
1172,61
538,70
1121,134
1467,109
779,21
1269,135
565,136
1231,57
264,120
1122,81
422,127
915,10
967,79
367,2
842,132
208,128
866,49
528,47
298,38
1342,40
458,83
588,72
434,7
1254,9
322,18
377,149
639,116
347,15
342,97
230,134
927,32
933,77
539,124
484,61
1585,5
1359,142
1139,11
1380,114
1449,115
428,90
1024,47
899,128
1506,13
1592,37
165,35
1363,23
755,71
1180,146
228,104
1251,79
598,144
1548,34
342,54
291,15
1482,129
1465,20
282,23
952,1
803,79
1463,75
1421,94
951,21
1106,17
952,144
478,26
1237,90
542,1
1170,137
484,16
1441,47
1041,136
499,107
359,124
1254,4
709,140
197,35
645,147
157,125
1417,25
1450,63
1129,99
1030,85
354,148
800,36
802,121
1103,4
817,136
714,136
611,96
268,35
445,69
1530,116
158,94
1297,133
1031,132
1154,108
942,103
1457,64
1424,129
1200,127
1248,118
1647,115
840,41
1148,9
1302,8
361,18
355,32
1044,90
1580,6
806,6
1167,61
998,96
821,11
761,42
1314,16
1355,114
1459,121
170,11
934,6
473,70
1642,63
1474,125
1203,40
1265,31
1281,128
1606,131
272,11
982,49
1188,19
1410,44
463,101
1388,119
918,26
920,25
972,96
1171,7
415,110
729,104
690,102
1067,87
926,80
1239,115
1292,39
455,73
1097,5
376,77
180,39
241,9
1432,128
1471,132
1205,23
1153,54
230,90
849,65
633,80
411,34
160,120
1070,54
599,134
873,8
273,140
615,101
1092,109
747,111
1526,80
982,23
1160,33
857,92
909,64
237,149
513,32
200,91
824,67
1008,48
1220,130
391,50
255,144
896,23
731,135
1309,89
212,15
852,67
1428,147
1568,2
604,127
1193,95
455,77
877,16
919,112
1617,51
1091,58
1304,46
1012,91
1607,136
918,81
621,102
1616,21
1537,54
591,94
470,32
417,96
908,46
449,25
433,99
770,89
1547,141
899,141
1163,4
615,85
1260,73
1182,77
390,68
1463,149
1442,123
572,127
1172,127
1510,11
1168,98
628,13
366,121
1499,114
242,22
695,53
765,104
648,134
876,77
298,31
798,109
705,86
415,7
829,148
1404,117
889,31
1508,76
1271,77
395,10
1256,50
1175,9
526,1
1432,96
1006,45
676,143
954,112
887,37
432,67
1202,61
857,45
491,78
1503,33
1226,120
718,17
966,122
969,20
1637,80
1101,92
1637,135
295,123
992,128
1138,116
289,120
1366,132
1561,44
1333,19
1620,18
886,121
1266,8
541,46
981,63
535,43
1603,44
1028,87
191,70
1600,30
682,115
1508,27
1162,93
1627,92
1179,40
760,46
1342,55
703,79
878,118
774,33
1232,89
913,68
1635,31
1014,22
1242,72
628,107
967,98
266,62
1083,97
1317,53
439,2
827,44
731,78
1020,119
860,2
1180,13
809,134
1352,37
1230,33
1236,132
1412,23
1302,113
1352,5
1280,17
1633,99
608,29
1522,113
1477,50
1221,44
718,103
961,85
401,100
804,72
160,41
417,61
983,131
408,117
1331,27
426,121
438,123
1526,111
677,77
1329,10
629,142
249,110
328,21
1455,5
1127,66
628,89
251,144
1624,5
1482,43
329,66
591,80
1457,90
1606,36
895,117
1566,25
1474,87
1599,131
442,15
1333,103
221,92
1557,3
173,24
292,34
1123,29
539,101
843,6
264,74
326,21
369,69
267,66
1281,128
767,129
477,8
762,57
259,106
1346,115
961,41
1346,136
978,7
162,146
1605,26
532,15
1164,42
468,97
339,70
531,37
1441,128
164,2
1383,80
1469,138
1438,132
834,29
1080,29
169,96
542,47
682,58
1311,56
239,14
1515,58
1028,37
394,39
752,72
987,137
1412,22
1572,104
685,36
1204,125
464,4
1162,61
1092,48
619,110
236,86
846,84
1003,93
499,73
1240,143
314,38
838,42
858,145
651,31
358,100
1371,106
728,77
1373,141
607,17
182,13
712,5
776,4
505,110
1571,3
1182,91
224,11
876,42
953,13
534,63
1593,64
426,121
1392,28
180,140
620,106
1331,19
477,74
725,124
337,86
1316,37
789,25
537,61
422,10
1572,112
1103,125
443,111
1618,28
347,104
220,54
693,39
893,121
1617,116
1206,113
1395,106
587,94
512,37
952,30
900,87
718,67
497,45
841,89
706,119
634,74
1642,28
1056,83
929,20
1536,64
1389,97
1270,125
1576,18
683,95
1178,76
155,38
368,41
1201,144
1476,4
726,17
974,139
1636,32
1320,127
1587,93
905,28
643,101
951,52
480,132
678,108
954,29
484,140
241,73
1155,5
1014,117
1642,11
417,112
1327,69
285,68
692,141
1356,12
615,68
1568,50
1308,22
194,147
237,53
915,92
654,132
862,32
965,90
1274,17
544,52
1341,19
1125,138
1466,73
400,109
1458,41
760,63
1181,132
434,16
1499,117
443,25
469,84
465,45
632,31
402,66
898,14
1562,70
180,106
357,74
484,134
1344,135
1376,58
1601,48
326,92
1079,99
762,138
930,139
763,43
1625,67
1593,107
628,48
256,60
718,128
154,23
804,80
884,132
1269,21
621,94
1015,40
1492,56
734,99
775,33
267,128
1081,89
1420,39
1385,40
654,45
685,42
281,93
583,19
1165,37
1269,122
932,127
826,71
1295,99
1456,69
1074,58
509,15
1567,129
1338,14
185,97
877,68
1474,103
539,49
653,99
421,144
1336,13
365,133
645,123
1565,126
308,80
1524,43
341,119
703,55
1034,10
1150,128
1397,6
170,85
471,79
386,136
1246,116
199,145
1101,132
274,29
624,15
391,9
1354,125
169,145
525,26
654,23
883,1
1122,103
1160,81
491,109
344,92
686,94
463,109
987,79
1251,118
579,61
860,95
1122,30
1553,120
157,37
1373,96
374,75
241,34
1331,103
512,82
1063,67
628,64
1467,51
1319,38
269,71
1368,63
858,4
720,86
1224,120
1101,33
1447,81
1272,25
1431,28
1253,148
540,95
531,15
590,84
457,51
1649,146
1453,102
247,35
342,133
760,24
151,10
1484,42
1089,70
1296,108
511,97
953,73
1397,38
1132,89
1459,136
1420,16
1258,122
848,87
274,79
707,146
919,148
385,68
1529,8
1031,110
1238,84
599,138
1440,99
625,25
580,130
471,41
336,27
1470,68
1050,3
1285,38
988,119
1259,32
275,60
1472,100
725,118
1644,40
317,69
566,35
1531,97
1165,148
1350,1
1551,2
1537,65
1609,39
1499,93
593,4
1213,112
278,80
737,97
847,129
613,5
463,127
1207,38
1574,70
335,134
226,80
629,71
1260,118
923,40
331,24
372,54
1474,114
1549,74
1169,63
611,101
584,55
222,146
1560,82
1402,126
214,72
1284,26
738,18
1228,82
400,106
1000,145
409,126
1069,5
333,10
1032,32
1061,123
664,25
1200,14
1482,44
676,2
971,101
1403,24
170,89
944,122
395,64
1470,89
252,91
1468,58
496,97
829,59
657,91
1360,82
1246,146
1359,47
1260,137
1559,146
336,107
1005,122
621,73
1033,79
1444,42
412,23
896,119
388,50
1583,112
213,74
976,108
1465,52
1208,110
388,43
172,51
615,80
1629,141
250,104
361,139
1122,92
1400,23
287,98
863,58
621,115
931,44
1479,82
293,26
1496,102
873,127
1612,22
1297,102
1452,19
492,68
971,138
903,94
1479,37
308,130
936,130
399,57
395,35
1440,66
420,43
816,97
1622,4
1160,44
803,89
1091,121
164,13
1281,59
178,2
1450,131
1497,45
187,81
347,117
518,77
1100,32
212,77
1194,140
212,87
858,88
406,58
179,62
1470,78
259,77
998,59
171,30
1312,47
772,103
259,48
1648,41
1427,79
457,68
154,63
727,32
209,94
1509,48
1143,8
907,144
1480,2
1602,123
534,103
655,77
556,66
384,7
987,126
1578,89
1115,138
1250,15
1102,130
552,18
778,148
1039,58
1145,29
413,36
315,47
1269,123
1319,33
1263,17
990,142
1242,42
852,25
1113,78
1439,90
974,1
1469,52
542,136
1073,44
397,6
1098,136
1187,123
186,126
291,20
1127,126
1238,3
801,138
365,52
1584,93
242,31
1495,118
1600,46
625,127
419,33
1588,126
180,89
657,101
595,76
1441,46
917,148
265,106
589,29
416,65
930,83
1291,102
1391,85
383,79
1511,118
987,79
1378,78
1438,28
509,107
876,109
929,139
349,148
916,28
306,15
361,130
1302,99
1154,128
1100,118
347,65
1601,22
1559,145
1175,105
986,61
488,1
474,7
1103,6
1048,115
1096,5
220,46
1065,138
801,18
383,9
1586,2
777,145
1068,58
1420,118
433,104
1354,103
680,85
374,103
296,26
1015,6
1120,139
1574,75
739,137
174,24
1278,84
220,133
898,83
647,25
863,25
222,31
610,110
945,88
1203,29
971,80
1604,54
282,24
1161,13
1487,88
773,48
652,35
435,81
1106,134
1568,10
214,97
726,47
1055,25
806,148
854,13
295,126
551,23
414,15
963,3
436,119
537,5
680,34
235,52
842,149
1378,92
1129,134
1124,53
160,138
962,132
198,134
991,37
270,112
785,14
386,120
524,136
1298,126
1513,148
1279,31
555,115
1379,127
518,19
447,104
335,37
1386,25
224,31
1152,121
1571,69
848,140
917,65
409,10
555,140
1248,21
1179,89
288,104
411,101
1143,81
951,122
1022,80
1373,81
775,37
1003,57
698,138
1375,72
1378,10
1072,56
486,140
920,26
734,141
1294,146
1527,120
370,4
1470,122
1427,56
1427,54
957,28
338,62
862,126
723,55
1234,149
569,78
1112,142
1606,37
1030,36
1478,50
766,55
1174,90
1116,132
671,26
220,36
1051,105
231,135
1294,33
191,114
447,140
621,55
304,102
780,93
1390,121
611,62
844,122
1323,34
502,59
621,74
566,60
978,103
706,142
399,9
1027,123
1569,32
1191,101
445,99
1001,129
184,46
1532,26
1492,132
964,94
1433,139
622,123
310,120
573,96
1507,85
257,80
503,39
227,28
1582,119
993,63
553,92
1052,22
1238,28
1067,80
556,123
1202,147
530,106
1574,31
1257,135
699,75
871,96
476,121
199,39
1173,80
1195,92
255,98
326,4
680,10
1012,62
1194,78
1007,103
493,25
764,127
797,27
284,124
835,61
571,128
433,19
151,146
1440,76
159,86
445,54
369,138
395,30
374,91
640,49
905,47
1436,99
973,136
1284,60
1342,90
975,71
386,125
452,38
631,35
1430,18
755,114
779,45
1639,61
1112,92
1142,108
1376,115
564,44
305,144
1428,48
754,103
414,3
787,104
1029,97
1040,141
356,131
1478,144
700,110
658,127
904,47
527,52
1418,76
1095,117
1046,117
256,149
1453,49
1500,94
1096,146
1439,149
1437,90
392,3
165,70
292,38
274,142
843,49
1601,90
1540,116
959,147
791,35
944,37
537,4
996,83
374,112
1519,113
209,17
1024,127
1014,113
740,143
882,120
681,147
699,121
1323,71
1260,71
261,54
856,84
565,11
869,144
1246,3
904,121
1249,10
484,114
594,68
410,109
1404,121
1438,57
578,72
991,115
554,9
232,118
1015,64
1159,56
353,74
659,50
836,95
716,2
650,112
740,143
188,103
1181,134
519,53
325,52
489,137
351,116
518,71
582,23
909,4
1376,118
1503,49
779,39
1232,29
1104,6
1053,34
408,109
748,91
648,99
612,81
1270,121
1482,132
1177,51
1567,11
294,101
1378,22
820,67
1249,34
803,55
763,14
689,16
1613,52
785,77
1627,109
1162,84
1214,2
1327,55
1618,54
222,51
708,21
834,74
1251,60
1327,34
463,3
660,19
721,22
361,16
1144,27
866,133
713,27
825,147
310,50
1493,18
824,109
460,111
1144,85
706,73
845,56
225,100
1279,72
474,4
824,25
1000,139
796,116
954,132
1090,41
387,105
1079,136
1446,109
467,125
440,95
552,30
1223,55
407,42
1243,15
954,105
366,59
206,57
654,147
1522,89
165,63
767,54
569,87
1165,134
613,77
295,38
749,39
1131,135
369,27
902,44
1506,17
1420,41
786,78
344,120
1048,5
412,117
1515,89
1490,141
183,66
1519,59
1367,140
962,51
797,63
342,120
459,39
750,78
995,146
1509,135
1552,5
1383,123
1347,102
1108,57
1412,141
412,8
1443,78
918,143
526,63
1302,143
1433,36
1023,18
1389,35
637,44
1065,125
873,70
1614,131
1564,59
1043,102
1047,29
251,117
1572,82
1524,85
916,50
754,83
617,66
1122,35
305,79
446,55
941,126
600,90
168,145
950,132
813,66
1564,1
695,73
373,63
781,10
1110,51
1470,66
972,26
1035,53
330,86
660,7
1011,139
1268,90
695,79
1085,111
834,127
207,64
1106,101
201,78
622,53
982,107
704,67
1505,96
1494,63
542,146
948,79
516,106
760,75
979,69
1085,63
1341,77
1009,1
837,33
269,56
1297,54
1104,37
1216,23
710,60
1145,120
636,35
1218,137
332,126
1281,117
562,87
814,113
458,39
450,145
846,110
1288,94
1497,30
1104,91
1260,68
908,10
813,67
1082,16
1204,4
578,11
398,8
1221,107
153,112
1485,81
668,142
760,48
864,50
618,102
1547,115
1352,46
503,18
1340,79
1173,70
333,84
1649,85
477,31
835,121
692,27
1406,65
1636,68
1585,36
163,112
1501,14
943,126
707,20
1596,66
1359,16
1259,38
1461,58
478,133
1055,105
544,26
1480,63
1235,77
1385,24
1340,80
1462,142
1185,17
191,122
194,66
742,4
425,109
1206,31
929,42
1349,87
1173,82
1018,15
745,104
235,43
1417,125
1087,52
764,76
1079,30
894,73
790,38
1639,136
629,103
1324,7
1307,66
372,47
1302,126
331,104
296,83
1470,85
930,109
1006,68
1013,131
1366,102
816,147
410,146
281,43
677,8
993,40
239,63
178,4
723,97
1607,86
1306,97
253,31
492,120
312,54
1279,128
746,62
1228,109
1381,13
614,69
606,20
534,136
672,136
1337,105
1311,139
982,108
441,139
1425,36
1140,136
531,75
254,92
607,80
1205,129
371,74
755,14
1381,136
1071,145
161,121
1286,11
1309,6
1477,149
926,58
1268,124
1288,121
878,37
1286,141
360,34
1497,140
887,13
293,106
1541,141
1481,78
1040,3
1360,54
584,60
1291,9
780,18
1423,43
655,49
1345,31
785,132
1377,23
565,147
429,138
1090,110
1543,6
1071,127
1466,70
1371,17
777,8
1527,22
692,117
968,120
1314,65
548,45
215,128
1190,146
430,17
506,21
1642,2
395,40
1081,60
820,23
1475,83
283,37
583,61
342,117
427,17
307,31
626,44
418,130
521,77
715,99
1187,126
322,30
1394,63
295,132
296,100
1143,81
794,51
846,15
357,78
181,145
156,128
195,69
1502,143
600,95
186,25
900,110
851,28
410,68
1600,23
1073,76
1236,68
670,39
309,143
1381,114
758,124
723,18
1286,17
305,87
424,100
1444,24
1183,50
821,95
186,48
220,126
1441,18
1550,114
1307,119
646,31
1416,1
1122,43
1477,63
541,89
236,86
775,39
589,56
1002,42
168,81
841,79
1325,82
830,98
1210,97
860,134
242,19
1299,16
1427,33
430,56
419,26
1206,103
564,125
1125,67
1609,132
1034,29
1323,84
592,10
500,46
176,77
1387,98
573,36
385,130
1104,90
1413,5
321,14
1007,106
819,6
903,134
743,25
1342,5
1531,1
467,82
781,144
1396,141
614,137
1121,127
873,135
677,147
404,92
205,85
984,42
946,53
1639,77
321,3
182,132
1070,42
720,5
434,21
1417,31
752,101
1047,18
881,56
1503,67
1397,98
544,120
864,113
1582,13
537,16
609,109
559,107
398,13
1079,71
1452,45
818,27
874,61
323,116
532,58
472,2
154,138
1155,47
1036,73
670,55
1634,148
1519,25
1335,1
497,126
705,19
570,46
1554,22
653,116
1040,125
1320,60
392,38
965,61
355,115
700,94
310,137
269,16
1326,51
833,39
585,95
1335,40
507,93
1479,120
1493,33
421,146
466,11
639,137
829,36
1578,7
188,67
1414,85
634,24
394,76
461,6
967,129
1213,108
1437,125
1308,11
1597,110
178,133
1203,138
1204,42
207,15
1085,27
1184,105
871,54
1501,136
1583,84
1499,94
260,133
529,45
178,65
167,31
1406,45
737,21
648,7
1036,71
253,61
1443,89
865,89
1151,73
995,101
937,89
234,23
661,89
889,24
451,21
535,68
889,145
914,120
372,56
503,117
1462,130
1455,144
312,94
1501,35
291,72
375,80
1427,144
908,84
1232,29
1446,85
1114,60
1200,8
851,58
853,46
742,38
984,145
263,47
604,100
484,137
1130,94
499,52
343,140
403,133
1236,67
995,12
1123,87
1337,88
728,119
855,113
174,129
884,37
1054,5
633,140
198,49
990,134
791,48
1330,10
1394,139
550,37
348,91
214,46
1521,141
1423,146
164,53
1143,85
198,131
1427,7
1226,110
707,64
1181,79
1340,103
320,89
459,89
1148,22
1227,71
596,29
870,93
623,29
499,103
1629,89
1344,71
989,7
1280,140
976,143
466,94
304,87
334,109
575,11
885,84
995,74
1296,118
649,52
401,128
1176,144
800,120
1479,114
1383,120
714,128
793,10
300,38
269,29
343,55
389,89
347,6
788,85
915,95
623,135
346,120
182,84
731,8
311,142
1100,51
484,110
695,118
1273,95
233,39
693,116
1350,7
295,149
1398,33
317,69
303,34
1178,123
639,29
809,98
785,147
1421,13
184,71
641,130
451,16
1448,64
1007,95
1122,64
808,52
1425,130
1201,64
385,138
663,135
580,1
1173,92
1582,104
954,49
863,51
970,78
1643,19
1409,80
988,105
1599,75
934,146
1616,70
1479,85
752,146
876,115
757,19
908,115
1199,97
455,85
947,31
236,81
346,131
180,108
989,10
526,49
374,96
451,125
661,14
1559,96
1266,64
1246,95
187,88
749,143
300,13
972,69
789,17
214,28
890,103
739,75
1167,144
663,100
938,83
851,36
700,39
232,89
1451,93
421,123
776,98
1333,93
450,133
1444,55
363,6
225,100
689,148
1498,78
949,48
1014,12
965,48
615,132
1273,52
1302,30
1312,30
272,133
616,28
1474,119
770,138
1229,79
1435,96
491,53
367,7
770,103
768,127
839,104
339,75
1472,39
966,55
857,25
1429,71
1070,26
246,120
1283,48
316,90
706,85
1279,133
1154,3
1569,122
1428,35
460,107
1279,120
1645,60
813,145
551,100
1220,27
259,113
1251,125
628,140
948,103
468,35
1620,128
292,122
1198,89
906,109
796,50
657,34
1301,123
1291,42
761,43
1163,133
1446,23
1371,80
1543,9
645,78
461,23
1300,105
647,121
1363,32
1468,74
1200,49
423,3
1576,111
1430,31
368,95
257,91
1585,38
958,92
932,145
1256,97
858,121
927,41
689,12
921,40
823,46
1331,61
539,49
1372,49
357,50
1023,42
297,38
1037,9
757,37
984,20
1630,29
676,50
1175,38
1569,93
1614,61
1648,3
174,60
269,136
1037,126
1113,55
620,146
633,8
1155,28
773,13
1205,5
1289,17
337,126
872,14
789,130
1000,124
1588,71
1649,25
1580,21
717,105
1009,129
378,30
1009,15
1424,137
1498,140
179,143
1454,17
385,130
531,130
965,3
1456,60
940,102
1421,126
313,60
987,125
347,53
771,49
1014,84
633,51
703,148
1044,80
722,32
480,90
156,100
1348,26
246,2
1591,61
676,11
1264,83
524,128
1554,52
1415,91
805,63
682,26
338,86
168,21
972,132
440,80
660,85
845,8
514,112
811,149
1175,121
854,91
945,48
488,89
242,132
241,108
222,37
1251,42
691,112
1339,65
506,56
540,48
918,44
1428,9
211,43
1587,129
869,100
1204,128
1605,30
1358,3
1460,44
951,122
527,148
1275,123
1266,107
1260,78
247,128
1487,137
1149,110
1053,84
275,127
416,148
1035,80
1031,29
1331,3
936,35
987,37
1029,99
1052,137
325,148
916,74
762,106
534,120
160,121
937,57
788,112
1240,57
583,132
1610,145
911,101
717,83
440,96
1348,115
1194,49
534,91
213,76
1058,141
1458,47
877,62
444,144
1497,103
373,69
1385,6
1366,148
655,120
318,103
940,71
1287,107
895,140
928,5
295,64
1153,127
1142,45
861,113
354,138
1019,70
856,53
173,42
809,11
586,10
360,109
964,116
561,101
237,102
704,108
1338,110
1158,50
1541,103
329,17
303,8
287,90
945,52
787,38
1592,125
1357,25
700,9
728,53
815,16
986,34
1363,136
1355,56
1113,115
359,73
798,42
450,124
652,106
1306,117
661,45
1229,130
656,114
514,1
1429,2
703,118
888,37
1150,114
1590,115
189,38
232,41
1102,25
910,147
787,47
381,131
1372,45
385,61
659,11
466,99
1647,11
970,32
234,52
680,35
1538,79
606,79
500,81
1308,17
611,54
1316,127
178,45
1166,109
449,148
232,31
467,50
613,131
629,65
672,51
861,17
849,148
259,112
529,96
1167,84
255,54
328,55
1011,30
849,66
761,25
1384,44
202,104
436,123
858,147
556,129
793,4
548,67
872,44
625,109
230,1
1543,3
1386,4
1152,2
234,19
1243,8
532,57
184,17
1173,3
559,74
161,33
972,119
902,98
876,49
563,45
270,21
1018,55
1516,126
412,14
666,115
