node_id,text
728,"To be, or not to be: that is the question."
729,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
730,For you and I are past our dancing days.
731,The king's name is a tower of strength.
732,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
733,"So wise so young, they say, do never live long."
734,O! she doth teach the torches to burn bright.
735,O! she doth teach the torches to burn bright.
736,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
737,That it should come to this!.
738,O! she doth teach the torches to burn bright.
739,Do you think I am easier to be played on than a pipe?
740,"So wise so young, they say, do never live long."
741,"I will speak daggers to her, but use none."
742,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
743,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
744,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
745,That it should come to this!.
746,How bitter a thing it is to look into happiness through another man's eyes!
747,"The fool doth think he is wise, but the wise man knows himself to be a fool."
748,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
749,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
750,For ever and a day.
751,"O Romeo, Romeo! wherefore art thou Romeo?."
752,True is it that we have seen better days.
753,This above all: to thine own self be true.
754,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
755,I like this place and willingly could waste my time in it.
756,In my mind's eye.
757,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
758,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
759,"So wise so young, they say, do never live long."
760,How bitter a thing it is to look into happiness through another man's eyes!
761,Rich gifts wax poor when givers prove unkind.
762,For you and I are past our dancing days.
763,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
764,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
765,"An honest tale speeds best, being plainly told."
766,"The fool doth think he is wise, but the wise man knows himself to be a fool."
767,"A little more than kin, and less than kind."
768,"Though this be madness, yet there is method in 't."
769,O! she doth teach the torches to burn bright.
770,Now is the winter of our discontent.
771,"So wise so young, they say, do never live long."
772,"So wise so young, they say, do never live long."
773,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
774,Tempt not a desperate man.
775,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
776,For you and I are past our dancing days.
777,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
778,Wisely and slow; they stumble that run fast.
779,"Though this be madness, yet there is method in 't."
780,"So wise so young, they say, do never live long."
781,A horse! a horse! my kingdom for a horse!.
782,The king's name is a tower of strength.
783,I like this place and willingly could waste my time in it.
784,"To be, or not to be: that is the question."
785,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
786,A horse! a horse! my kingdom for a horse!.
787,Off with his head!
788,True is it that we have seen better days.
789,"It is the east, and Juliet is the sun."
790,Wisely and slow; they stumble that run fast.
791,"The fool doth think he is wise, but the wise man knows himself to be a fool."
792,"To be, or not to be: that is the question."
793,Now is the winter of our discontent.
794,"So wise so young, they say, do never live long."
795,"A little more than kin, and less than kind."
796,A horse! a horse! my kingdom for a horse!.
797,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
798,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
799,The play 's the thing wherein I'll catch the conscience of the king.
800,Wisely and slow; they stumble that run fast.
801,"O Romeo, Romeo! wherefore art thou Romeo?."
802,"A little more than kin, and less than kind."
803,O! she doth teach the torches to burn bright.
804,"So wise so young, they say, do never live long."
805,"The fool doth think he is wise, but the wise man knows himself to be a fool."
806,Tempt not a desperate man.
807,Now is the winter of our discontent.
808,"To be, or not to be: that is the question."
809,Can one desire too much of a good thing?.
810,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
811,That it should come to this!.
812,"So wise so young, they say, do never live long."
813,For you and I are past our dancing days.
814,Brevity is the soul of wit.
815,"I will speak daggers to her, but use none."
816,I like this place and willingly could waste my time in it.
817,What's in a name? That which we call a rose by any other name would smell as sweet.
818,Now is the winter of our discontent.
819,"O Romeo, Romeo! wherefore art thou Romeo?."
820,What's in a name? That which we call a rose by any other name would smell as sweet.
821,I like this place and willingly could waste my time in it.
822,A horse! a horse! my kingdom for a horse!.
823,Wisely and slow; they stumble that run fast.
824,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
825,Off with his head!
826,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
827,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
828,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
829,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
830,"To be, or not to be: that is the question."
831,Now is the winter of our discontent.
832,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
833,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
834,For you and I are past our dancing days.
835,Off with his head!
836,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
837,What's in a name? That which we call a rose by any other name would smell as sweet.
838,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
839,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
840,"The lady doth protest too much, methinks."
841,The king's name is a tower of strength.
842,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
843,The king's name is a tower of strength.
844,"The world is grown so bad, that wrens make prey where eagles dare not perch."
845,Now is the winter of our discontent.
846,Now is the winter of our discontent.
847,"There is nothing either good or bad, but thinking makes it so."
848,Rich gifts wax poor when givers prove unkind.
849,"So wise so young, they say, do never live long."
850,"An honest tale speeds best, being plainly told."
851,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
852,Rich gifts wax poor when givers prove unkind.
853,"I will speak daggers to her, but use none."
854,"To be, or not to be: that is the question."
855,O! she doth teach the torches to burn bright.
856,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
857,True is it that we have seen better days.
858,Not stepping o'er the bounds of modesty.
859,"And it must follow, as the night the day, thou canst not then be false to any man."
860,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
861,Off with his head!
862,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
863,Tempt not a desperate man.
864,"It is the east, and Juliet is the sun."
865,"A little more than kin, and less than kind."
866,"To be, or not to be: that is the question."
867,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
868,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
869,Wisely and slow; they stumble that run fast.
870,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
871,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
872,"The fool doth think he is wise, but the wise man knows himself to be a fool."
873,"The lady doth protest too much, methinks."
874,For you and I are past our dancing days.
875,I like this place and willingly could waste my time in it.
876,O! she doth teach the torches to burn bright.
877,The king's name is a tower of strength.
878,For you and I are past our dancing days.
879,Tempt not a desperate man.
880,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
881,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
882,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
883,For ever and a day.
884,A horse! a horse! my kingdom for a horse!.
885,How bitter a thing it is to look into happiness through another man's eyes!
886,What's in a name? That which we call a rose by any other name would smell as sweet.
887,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
888,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
889,Off with his head!
890,"The fool doth think he is wise, but the wise man knows himself to be a fool."
891,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
892,"Though this be madness, yet there is method in 't."
893,"An honest tale speeds best, being plainly told."
894,This above all: to thine own self be true.
895,"I will speak daggers to her, but use none."
896,"When sorrows come, they come not single spies, but in battalions."
897,How bitter a thing it is to look into happiness through another man's eyes!
898,"It is the east, and Juliet is the sun."
899,For ever and a day.
900,"It is the east, and Juliet is the sun."
901,The play 's the thing wherein I'll catch the conscience of the king.
902,"There is nothing either good or bad, but thinking makes it so."
903,Can one desire too much of a good thing?.
904,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
905,How bitter a thing it is to look into happiness through another man's eyes!
906,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
907,"I will speak daggers to her, but use none."
908,What's in a name? That which we call a rose by any other name would smell as sweet.
909,How bitter a thing it is to look into happiness through another man's eyes!
910,"To be, or not to be: that is the question."
911,Can one desire too much of a good thing?.
912,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
913,Off with his head!
914,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
915,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
916,Wisely and slow; they stumble that run fast.
917,"When sorrows come, they come not single spies, but in battalions."
918,Rich gifts wax poor when givers prove unkind.
919,"So wise so young, they say, do never live long."
920,A horse! a horse! my kingdom for a horse!.
921,For ever and a day.
922,Now is the winter of our discontent.
923,"To be, or not to be: that is the question."
924,"And it must follow, as the night the day, thou canst not then be false to any man."
925,Do you think I am easier to be played on than a pipe?
926,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
927,Brevity is the soul of wit.
928,"The fool doth think he is wise, but the wise man knows himself to be a fool."
929,"When sorrows come, they come not single spies, but in battalions."
930,"The lady doth protest too much, methinks."
931,Now is the winter of our discontent.
932,The king's name is a tower of strength.
933,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
934,For you and I are past our dancing days.
935,How bitter a thing it is to look into happiness through another man's eyes!
936,"The fool doth think he is wise, but the wise man knows himself to be a fool."
937,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
938,"There is nothing either good or bad, but thinking makes it so."
939,I like this place and willingly could waste my time in it.
940,"So wise so young, they say, do never live long."
941,For ever and a day.
942,Brevity is the soul of wit.
943,True is it that we have seen better days.
944,This above all: to thine own self be true.
945,How bitter a thing it is to look into happiness through another man's eyes!
946,"An honest tale speeds best, being plainly told."
947,True is it that we have seen better days.
948,"I will speak daggers to her, but use none."
949,For ever and a day.
950,"The world is grown so bad, that wrens make prey where eagles dare not perch."
951,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
952,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
953,For you and I are past our dancing days.
954,"An honest tale speeds best, being plainly told."
955,For ever and a day.
956,What's in a name? That which we call a rose by any other name would smell as sweet.
957,"It is the east, and Juliet is the sun."
958,What's in a name? That which we call a rose by any other name would smell as sweet.
959,I like this place and willingly could waste my time in it.
960,For you and I are past our dancing days.
961,Tempt not a desperate man.
962,I like this place and willingly could waste my time in it.
963,Can one desire too much of a good thing?.
964,What's in a name? That which we call a rose by any other name would smell as sweet.
965,"There is nothing either good or bad, but thinking makes it so."
966,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
967,"When sorrows come, they come not single spies, but in battalions."
968,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
969,"I will speak daggers to her, but use none."
970,The play 's the thing wherein I'll catch the conscience of the king.
971,For you and I are past our dancing days.
972,For you and I are past our dancing days.
973,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
974,"I will speak daggers to her, but use none."
975,For ever and a day.
976,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
977,Tempt not a desperate man.
978,The king's name is a tower of strength.
979,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
980,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
981,That it should come to this!.
982,"An honest tale speeds best, being plainly told."
983,That it should come to this!.
984,Now is the winter of our discontent.
985,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
986,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
987,For you and I are past our dancing days.
988,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
989,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
990,Off with his head!
991,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
992,This above all: to thine own self be true.
993,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
994,Rich gifts wax poor when givers prove unkind.
995,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
996,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
997,"And it must follow, as the night the day, thou canst not then be false to any man."
998,"I will speak daggers to her, but use none."
999,Rich gifts wax poor when givers prove unkind.
1000,How bitter a thing it is to look into happiness through another man's eyes!
1001,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1002,Off with his head!
1003,What's in a name? That which we call a rose by any other name would smell as sweet.
1004,"And it must follow, as the night the day, thou canst not then be false to any man."
1005,I like this place and willingly could waste my time in it.
1006,Can one desire too much of a good thing?.
1007,How bitter a thing it is to look into happiness through another man's eyes!
1008,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1009,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1010,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1011,Rich gifts wax poor when givers prove unkind.
1012,Wisely and slow; they stumble that run fast.
1013,In my mind's eye.
1014,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1015,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1016,"I will speak daggers to her, but use none."
1017,Now is the winter of our discontent.
1018,"There is nothing either good or bad, but thinking makes it so."
1019,Tempt not a desperate man.
1020,The king's name is a tower of strength.
1021,True is it that we have seen better days.
1022,"So wise so young, they say, do never live long."
1023,"And it must follow, as the night the day, thou canst not then be false to any man."
1024,I like this place and willingly could waste my time in it.
1025,For you and I are past our dancing days.
1026,O! she doth teach the torches to burn bright.
1027,"It is the east, and Juliet is the sun."
1028,"When sorrows come, they come not single spies, but in battalions."
1029,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1030,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1031,"O Romeo, Romeo! wherefore art thou Romeo?."
1032,For ever and a day.
1033,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1034,The king's name is a tower of strength.
1035,"There is nothing either good or bad, but thinking makes it so."
1036,O! she doth teach the torches to burn bright.
1037,For ever and a day.
1038,Now is the winter of our discontent.
1039,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1040,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1041,Rich gifts wax poor when givers prove unkind.
1042,Rich gifts wax poor when givers prove unkind.
1043,"And it must follow, as the night the day, thou canst not then be false to any man."
1044,That it should come to this!.
1045,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1046,How bitter a thing it is to look into happiness through another man's eyes!
1047,"So wise so young, they say, do never live long."
1048,"Though this be madness, yet there is method in 't."
1049,"So wise so young, they say, do never live long."
1050,For ever and a day.
1051,"An honest tale speeds best, being plainly told."
1052,"The lady doth protest too much, methinks."
1053,I like this place and willingly could waste my time in it.
1054,Off with his head!
1055,Do you think I am easier to be played on than a pipe?
1056,The play 's the thing wherein I'll catch the conscience of the king.
1057,For ever and a day.
1058,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1059,Off with his head!
1060,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1061,"A little more than kin, and less than kind."
1062,For you and I are past our dancing days.
1063,Can one desire too much of a good thing?.
1064,True is it that we have seen better days.
1065,What's in a name? That which we call a rose by any other name would smell as sweet.
1066,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1067,Tempt not a desperate man.
1068,Now is the winter of our discontent.
1069,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1070,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1071,Wisely and slow; they stumble that run fast.
1072,Brevity is the soul of wit.
1073,For ever and a day.
1074,"Though this be madness, yet there is method in 't."
1075,The king's name is a tower of strength.
1076,Rich gifts wax poor when givers prove unkind.
1077,"An honest tale speeds best, being plainly told."
1078,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1079,That it should come to this!.
1080,Tempt not a desperate man.
1081,The king's name is a tower of strength.
1082,Not stepping o'er the bounds of modesty.
1083,How bitter a thing it is to look into happiness through another man's eyes!
1084,What's in a name? That which we call a rose by any other name would smell as sweet.
1085,Now is the winter of our discontent.
1086,"A little more than kin, and less than kind."
1087,"And it must follow, as the night the day, thou canst not then be false to any man."
1088,This above all: to thine own self be true.
1089,What's in a name? That which we call a rose by any other name would smell as sweet.
1090,A horse! a horse! my kingdom for a horse!.
1091,"To be, or not to be: that is the question."
1092,Tempt not a desperate man.
1093,This above all: to thine own self be true.
1094,A horse! a horse! my kingdom for a horse!.
1095,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1096,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1097,For ever and a day.
1098,O! she doth teach the torches to burn bright.
1099,That it should come to this!.
1100,How bitter a thing it is to look into happiness through another man's eyes!
1101,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1102,A horse! a horse! my kingdom for a horse!.
1103,O! she doth teach the torches to burn bright.
1104,Do you think I am easier to be played on than a pipe?
1105,"There is nothing either good or bad, but thinking makes it so."
1106,For ever and a day.
1107,Off with his head!
1108,Rich gifts wax poor when givers prove unkind.
1109,What's in a name? That which we call a rose by any other name would smell as sweet.
1110,For ever and a day.
1111,The play 's the thing wherein I'll catch the conscience of the king.
1112,What's in a name? That which we call a rose by any other name would smell as sweet.
1113,"Though this be madness, yet there is method in 't."
1114,Do you think I am easier to be played on than a pipe?
1115,"There is nothing either good or bad, but thinking makes it so."
1116,Not stepping o'er the bounds of modesty.
1117,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1118,What's in a name? That which we call a rose by any other name would smell as sweet.
1119,"I will speak daggers to her, but use none."
1120,For you and I are past our dancing days.
1121,Brevity is the soul of wit.
1122,The play 's the thing wherein I'll catch the conscience of the king.
1123,"So wise so young, they say, do never live long."
1124,Off with his head!
1125,Not stepping o'er the bounds of modesty.
1126,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1127,O! she doth teach the torches to burn bright.
1128,I like this place and willingly could waste my time in it.
1129,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1130,Wisely and slow; they stumble that run fast.
1131,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1132,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1133,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1134,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1135,"Though this be madness, yet there is method in 't."
1136,Tempt not a desperate man.
1137,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1138,Tempt not a desperate man.
1139,Off with his head!
1140,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1141,"And it must follow, as the night the day, thou canst not then be false to any man."
1142,"Though this be madness, yet there is method in 't."
1143,Can one desire too much of a good thing?.
1144,Off with his head!
1145,"An honest tale speeds best, being plainly told."
1146,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1147,O! she doth teach the torches to burn bright.
1148,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1149,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1150,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1151,"Though this be madness, yet there is method in 't."
1152,The play 's the thing wherein I'll catch the conscience of the king.
1153,Not stepping o'er the bounds of modesty.
1154,Tempt not a desperate man.
1155,Brevity is the soul of wit.
1156,"O Romeo, Romeo! wherefore art thou Romeo?."
1157,The king's name is a tower of strength.
1158,Not stepping o'er the bounds of modesty.
1159,I like this place and willingly could waste my time in it.
1160,O! she doth teach the torches to burn bright.
1161,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1162,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1163,I like this place and willingly could waste my time in it.
1164,"So wise so young, they say, do never live long."
1165,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1166,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1167,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1168,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1169,"O Romeo, Romeo! wherefore art thou Romeo?."
1170,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1171,For ever and a day.
1172,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1173,Now is the winter of our discontent.
1174,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1175,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1176,"An honest tale speeds best, being plainly told."
1177,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1178,O! she doth teach the torches to burn bright.
1179,"A little more than kin, and less than kind."
1180,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1181,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1182,The king's name is a tower of strength.
1183,O! she doth teach the torches to burn bright.
1184,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1185,"So wise so young, they say, do never live long."
1186,For ever and a day.
1187,Rich gifts wax poor when givers prove unkind.
1188,Can one desire too much of a good thing?.
1189,"When sorrows come, they come not single spies, but in battalions."
1190,For you and I are past our dancing days.
1191,True is it that we have seen better days.
1192,"A little more than kin, and less than kind."
1193,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1194,Can one desire too much of a good thing?.
1195,The king's name is a tower of strength.
1196,What's in a name? That which we call a rose by any other name would smell as sweet.
1197,Can one desire too much of a good thing?.
1198,In my mind's eye.
1199,Tempt not a desperate man.
1200,How bitter a thing it is to look into happiness through another man's eyes!
1201,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1202,This above all: to thine own self be true.
1203,Wisely and slow; they stumble that run fast.
1204,"There is nothing either good or bad, but thinking makes it so."
1205,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1206,"Though this be madness, yet there is method in 't."
1207,O! she doth teach the torches to burn bright.
1208,The king's name is a tower of strength.
1209,Not stepping o'er the bounds of modesty.
1210,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1211,"And it must follow, as the night the day, thou canst not then be false to any man."
1212,Rich gifts wax poor when givers prove unkind.
1213,Tempt not a desperate man.
1214,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1215,The play 's the thing wherein I'll catch the conscience of the king.
1216,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1217,The king's name is a tower of strength.
1218,How bitter a thing it is to look into happiness through another man's eyes!
1219,Tempt not a desperate man.
1220,Wisely and slow; they stumble that run fast.
1221,"Though this be madness, yet there is method in 't."
1222,"So wise so young, they say, do never live long."
1223,Rich gifts wax poor when givers prove unkind.
1224,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1225,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1226,For you and I are past our dancing days.
1227,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1228,True is it that we have seen better days.
1229,The play 's the thing wherein I'll catch the conscience of the king.
1230,"So wise so young, they say, do never live long."
1231,Not stepping o'er the bounds of modesty.
1232,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1233,The play 's the thing wherein I'll catch the conscience of the king.
1234,Now is the winter of our discontent.
1235,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1236,"When sorrows come, they come not single spies, but in battalions."
1237,True is it that we have seen better days.
1238,What's in a name? That which we call a rose by any other name would smell as sweet.
1239,"There is nothing either good or bad, but thinking makes it so."
1240,The play 's the thing wherein I'll catch the conscience of the king.
1241,For ever and a day.
1242,Can one desire too much of a good thing?.
1243,True is it that we have seen better days.
1244,How bitter a thing it is to look into happiness through another man's eyes!
1245,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1246,"And it must follow, as the night the day, thou canst not then be false to any man."
1247,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1248,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1249,For ever and a day.
1250,A horse! a horse! my kingdom for a horse!.
1251,The king's name is a tower of strength.
1252,"Though this be madness, yet there is method in 't."
1253,"It is the east, and Juliet is the sun."
1254,Wisely and slow; they stumble that run fast.
1255,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1256,Now is the winter of our discontent.
1257,"It is the east, and Juliet is the sun."
1258,In my mind's eye.
1259,The king's name is a tower of strength.
1260,True is it that we have seen better days.
1261,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1262,"And it must follow, as the night the day, thou canst not then be false to any man."
1263,"And it must follow, as the night the day, thou canst not then be false to any man."
1264,True is it that we have seen better days.
1265,For ever and a day.
1266,How bitter a thing it is to look into happiness through another man's eyes!
1267,Can one desire too much of a good thing?.
1268,"It is the east, and Juliet is the sun."
1269,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1270,"To be, or not to be: that is the question."
1271,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1272,"An honest tale speeds best, being plainly told."
1273,This above all: to thine own self be true.
1274,Tempt not a desperate man.
1275,How bitter a thing it is to look into happiness through another man's eyes!
1276,I like this place and willingly could waste my time in it.
1277,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1278,The king's name is a tower of strength.
1279,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1280,"A little more than kin, and less than kind."
1281,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1282,Brevity is the soul of wit.
1283,How bitter a thing it is to look into happiness through another man's eyes!
1284,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1285,Tempt not a desperate man.
1286,I like this place and willingly could waste my time in it.
1287,"An honest tale speeds best, being plainly told."
1288,The play 's the thing wherein I'll catch the conscience of the king.
1289,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1290,A horse! a horse! my kingdom for a horse!.
1291,How bitter a thing it is to look into happiness through another man's eyes!
1292,True is it that we have seen better days.
1293,Wisely and slow; they stumble that run fast.
1294,"The fool doth think he is wise, but the wise man knows himself to be a fool."
